118 3406
41 73 9659
41 74 7015
41 75 6707
41 77 5806
41 78 3800
41 79 5941
41 80 7982
41 83 9311
41 86 708
41 89 911
41 91 5756
41 92 5364
41 94 887
41 95 5761
41 96 7716
41 98 2443
41 100 4631
41 101 9907
41 103 807
41 109 7001
41 110 2739
41 113 8757
41 117 6174
42 43 866
42 45 2538
42 47 9433
42 48 7970
42 54 1810
42 57 4381
42 59 5287
42 63 4367
42 64 6298
42 65 8360
42 67 4788
42 70 5590
42 71 6044
42 72 153
42 74 4026
42 75 880
42 76 1086
42 81 6669
42 82 1324
42 84 4852
42 85 1876
42 86 2179
42 88 7316
42 91 2872
42 93 5418
42 96 399
42 99 1053
42 100 8920
42 101 8337
42 106 1140
42 107 8216
42 109 347
42 110 5359
42 113 9406
42 115 8970
42 116 1289
43 45 1487
43 46 2854
43 52 1471
43 53 8266
43 56 1581
43 63 9780
43 66 1127
43 67 6223
43 68 4420
43 69 1712
43 73 9377
43 76 6642
43 78 8639
43 80 7016
43 81 5987
43 82 1666
43 93 3249
43 96 8400
43 97 6872
43 98 5985
43 99 2394
43 101 2451
43 108 1031
43 110 6574
43 111 1384
43 115 5103
43 116 3685
44 47 1646
44 48 5196
44 52 4404
44 55 6637
44 56 2996
44 58 5197
44 64 7194
44 65 9641
44 66 5051
44 68 3068
44 70 1063
44 71 7820
44 73 754
44 74 3159
44 82 8619
44 85 9209
44 86 4786
44 87 6448
44 91 9425
44 93 6383
44 95 662
44 96 7573
44 97 9070
44 98 9058
44 104 9224
44 106 297
44 107 6272
44 108 2432
44 109 9467
44 111 1995
44 112 729
44 115 1379
45 48 4551
45 49 5271
45 52 1146
45 53 2256
45 56 5090
45 58 2784
45 59 2930
45 61 9076
45 62 7283
45 63 3553
45 64 6984
45 68 7381
45 72 8206
45 73 3526
45 75 8817
45 76 4953
45 82 5505
45 83 7704
45 85 8331
45 87 3958
45 88 3143
45 89 3786
45 91 3284
45 93 9438
45 94 8785
45 95 7679
45 100 397
45 101 9214
45 104 1569
45 106 6044
45 107 9738
45 108 8511
45 110 8545
45 113 26
46 48 5843
46 50 9377
46 52 3540
46 54 9619
46 55 9028
46 56 1635
46 57 2495
46 60 8618
46 63 7311
46 64 4708
46 65 9272
46 70 6339
46 83 8076
46 88 7304
46 89 503
46 90 143
46 91 3437
46 95 4158
46 96 4520
46 97 3289
46 101 9767
46 102 9307
46 104 2257
46 106 6480
46 107 4341
46 111 9877
46 113 9924
46 114 3484
46 117 6753
47 48 7701
47 50 4356
47 52 9569
47 53 9828
47 54 3335
47 56 8958
47 58 2173
47 60 1032
47 64 2113
47 68 6060
47 69 9570
47 72 7927
47 78 4768
47 80 502
47 82 8959
47 84 1665
47 86 5000
47 87 999
47 89 7493
47 91 2987
47 94 2660
47 95 6714
47 97 7926
47 98 556
47 101 2482
47 104 1989
47 105 1146
47 107 9975
47 108 9432
47 110 9468
47 111 463
47 115 5847
48 50 8309
48 52 9322
48 53 4895
48 54 5371
48 56 9544
48 57 9729
48 59 7815
48 61 247
48 62 8731
48 63 356
48 66 3809
48 71 1381
48 73 3264
48 74 2749
48 77 1803
48 78 1563
48 79 4263
48 82 9911
48 84 4218
48 86 3943
48 88 2718
48 93 4089
48 97 1907
48 98 6919
48 99 7374
48 100 6826
48 105 7500
48 108 3808
48 111 157
48 112 4635
48 114 6879
48 116 8186
49 50 8253
49 53 6880
49 54 1288
49 55 7945
49 56 2246
49 57 1571
49 59 2037
49 64 9176
49 65 8114
49 66 7282
49 67 3264
49 68 9754
49 69 7583
49 73 300
49 74 1551
49 76 3660
49 77 1459
49 79 9134
49 84 4691
49 85 7595
49 86 4987
49 88 8947
49 89 3309
49 90 325
49 92 8100
49 93 9114
49 95 9263
49 96 1583
49 98 6412
49 102 3184
49 103 4931
49 107 7400
49 110 3065
49 115 845
49 117 2615
50 51 6420
50 52 6461
50 53 6490
50 56 4043
50 57 2938
50 58 5329
50 60 1135
50 63 1921
50 64 3769
50 65 3293
50 67 8204
50 69 6951
50 70 5527
50 71 2611
50 75 1549
50 78 3639
50 79 2794
50 80 6266
50 81 8500
50 82 7997
50 83 7368
50 86 4998
50 92 5465
50 93 2542
50 94 6395
50 97 242
50 98 3728
50 102 1554
50 111 5185
50 115 3481
50 117 2659
51 54 8267
51 56 4480
51 58 1722
51 60 5513
51 62 9535
51 63 8966
51 65 7304
51 66 2250
51 68 7
51 69 8683
51 71 6897
51 72 1943
51 74 9173
51 78 2424
51 80 8299
51 82 8782
51 84 8321
51 88 374
51 89 7402
51 90 9356
51 93 8178
51 95 8621
51 96 2447
51 102 6712
51 103 5108
51 104 3310
51 105 9557
51 107 8574
51 109 9994
52 54 8891
52 55 6201
52 56 2004
52 57 539
52 62 9610
52 63 9282
52 65 232
52 67 2837
52 69 6047
52 71 5443
52 73 3978
52 74 5173
52 75 8098
52 77 1544
52 78 9137
52 79 6622
52 80 2032
52 81 927
52 85 5086
52 86 48
52 93 3303
52 94 5791
52 95 3147
52 96 4277
52 97 4314
52 98 2831
52 103 6762
52 105 40
52 107 331
52 109 8979
52 110 5124
52 112 3848
52 113 1053
52 115 1593
52 116 7057
52 117 6407
53 54 3839
53 55 7150
53 57 6906
53 59 9662
53 61 3890
53 66 4071
53 69 7528
53 70 4336
53 74 4247
53 76 3716
53 77 5289
53 79 611
53 81 4273
53 82 4043
53 84 3278
53 85 2329
53 86 8519
53 88 2936
53 90 134
53 92 5669
53 96 7992
53 97 4751
53 98 1706
53 100 9660
53 102 2871
53 105 6241
53 107 693
53 108 1137
53 109 8695
53 111 8260
54 55 8323
54 57 6008
54 58 2454
54 60 3402
54 61 5035
54 62 6781
54 65 9608
54 67 8900
54 68 5087
54 71 5760
54 75 4654
54 76 244
54 78 3647
54 79 6490
54 81 1338
54 82 5759
54 84 75
54 88 1644
54 92 9467
54 93 6883
54 94 628
54 95 9069
54 97 6792
54 98 5969
54 100 42
54 105 2342
54 106 4141
54 107 737
54 110 5678
54 114 1607
55 56 7898
55 57 9261
55 64 6470
55 65 612
55 66 400
55 68 5913
55 70 1330
55 71 2986
55 72 5306
55 76 2211
55 77 6883
55 78 1936
55 79 190
55 80 3064
55 82 6328
55 83 4174
55 84 7701
55 87 4367
55 90 2112
55 91 9548
55 92 6326
55 93 1918
55 95 9413
55 100 2566
55 101 1335
55 104 2290
55 108 120
55 111 1377
55 113 3403
55 114 5047
55 115 1863
56 57 7715
56 59 6586
56 65 1758
56 69 960
56 70 9115
56 72 3590
56 73 6980
56 74 8089
56 75 2508
56 76 1114
56 78 1704
56 79 3950
56 81 6504
56 82 5609
56 83 4466
56 85 5109
56 87 8581
56 88 5827
56 89 96
56 94 7585
56 97 9109
56 98 5552
56 100 2682
56 104 4798
56 106 6127
56 108 3886
56 109 2101
56 110 9808
56 114 9777
56 117 7757
57 58 9218
57 60 6996
57 61 7284
57 62 2271
57 63 418
57 67 6005
57 69 5494
57 70 8708
57 71 5271
57 73 7155
57 74 9088
57 77 3762
57 78 8431
57 80 4879
57 83 5694
57 84 9905
57 89 8584
57 90 2319
57 94 5714
57 95 9370
57 96 9841
57 100 5292
57 103 359
57 106 9192
57 108 4426
57 109 7615
57 110 8720
57 111 1648
57 114 6678
57 117 1407
58 60 4689
58 62 4014
58 65 4948
58 68 7779
58 70 2707
58 71 3320
58 72 9040
58 78 9636
58 80 1703
58 82 865
58 83 9426
58 86 784
58 93 6327
58 95 6851
58 101 8677
58 103 4875
58 105 8328
58 113 2214
58 114 3724
59 61 577
59 62 1868
59 65 3712
59 66 179
59 67 1985
59 69 3295
59 71 2724
59 73 4915
59 78 5824
59 79 6652
59 80 7297
59 81 8557
59 84 8731
59 85 1562
59 86 1048
59 89 8579
59 94 9833
59 95 8092
59 97 8116
59 98 6114
59 102 3108
59 104 3478
59 109 4953
59 110 7378
59 112 6623
59 113 6705
59 114 9765
59 115 8386
59 116 2667
60 61 2106
60 65 486
60 67 5158
60 70 8547
60 71 5971
60 75 6906
60 81 998
60 82 5924
60 83 7709
60 84 2580
60 89 6842
60 92 4302
60 97 1279
60 98 3388
60 100 2358
60 101 4743
60 102 2372
60 107 2906
60 108 6915
60 111 8195
60 114 5305
60 115 1187
60 116 1322
60 117 9855
61 64 1101
61 69 6718
61 71 4239
61 72 9179
61 81 5873
61 82 9619
61 83 6275
61 84 4100
61 86 4073
61 89 4790
61 90 6596
61 92 8334
61 93 3503
61 99 8353
61 100 236
61 101 5288
61 104 2457
61 106 8654
61 107 896
61 109 95
61 110 5615
61 111 8770
61 112 439
61 113 8366
61 114 1207
61 115 5417
61 116 4260
61 117 10000
62 68 1301
62 71 7053
62 73 9157
62 75 8030
62 77 6027
62 78 2071
62 80 8879
62 82 6472
62 84 3957
62 88 532
62 90 8676
62 92 3241
62 94 528
62 96 624
62 98 2013
62 99 9416
62 102 6747
62 103 1028
62 105 2877
62 107 1618
62 108 4843
62 111 9776
62 112 9831
62 113 6517
62 114 4458
63 67 6476
63 71 7724
63 75 3891
63 76 455
63 77 9404
63 80 8266
63 82 953
63 85 2576
63 86 1694
63 87 5605
63 88 3142
63 89 7634
63 90 6024
63 91 8409
63 92 3941
63 95 4315
63 96 7092
63 97 6942
63 100 5133
63 101 144
63 102 610
63 105 2798
63 108 8953
63 109 8828
63 110 1656
63 111 398
63 113 2160
63 117 6687
64 65 3371
64 66 5126
64 67 8877
64 68 2814
64 69 4450
64 71 3158
64 73 1646
64 76 2834
64 78 9796
64 80 6039
64 81 6981
64 83 3841
64 85 7471
64 86 8524
64 89 362
64 90 2889
64 91 7574
64 92 5460
64 93 9621
64 95 3957
64 98 437
64 100 3031
64 102 4331
64 104 2611
64 105 528
64 106 9008
64 110 7295
64 112 2869
64 115 9729
64 117 7311
65 66 1306
65 67 2292
65 68 9447
65 70 2385
65 72 289
65 73 7541
65 74 5521
65 77 4554
65 78 1070
65 79 9145
65 81 6304
65 82 4000
65 87 4024
65 94 5578
65 95 5859
65 97 7739
65 100 6867
65 103 4332
65 104 7436
65 105 4339
65 107 2835
65 108 1982
65 109 1594
65 110 9144
65 111 7753
65 113 5869
65 114 5698
65 116 6574
66 67 4052
66 68 2771
66 69 5932
66 70 7137
66 71 6282
66 76 402
66 78 2940
66 79 9160
66 80 1046
66 81 2460
66 83 3516
66 84 1542
66 88 8816
66 90 8745
66 91 6559
66 92 1876
66 94 2447
66 95 9208
66 101 1781
66 103 8477
66 112 3180
66 116 6168
66 117 9067
67 68 1892
67 70 1925
67 71 8463
67 73 3316
67 74 4739
67 76 1989
67 77 437
67 80 7342
67 81 6182
67 82 3071
67 84 7463
67 85 7861
67 87 2574
67 88 5306
67 91 3993
67 92 6275
67 93 6688
67 95 7056
67 96 8844
67 97 3468
67 102 3601
67 103 5178
67 105 8370
67 107 3006
67 110 7278
67 111 2476
67 114 2537
67 115 3804
67 116 9759
68 69 8078
68 70 7070
68 71 6338
68 72 192
68 73 4304
68 75 6443
68 78 9795
68 81 8072
68 82 3763
68 84 6463
68 85 7229
68 86 168
68 90 9709
68 91 2593
68 95 2127
68 100 7533
68 102 9987
68 106 4434
68 110 9976
68 111 8259
68 117 8065
69 72 9090
69 73 2103
69 78 5637
69 79 6018
69 80 3718
69 82 3357
69 90 5614
69 91 2054
69 92 8592
69 93 4886
69 94 5494
69 95 4818
69 96 9143
69 97 3507
69 98 8073
69 100 9865
69 101 3614
69 103 2153
69 104 5008
69 108 4829
69 109 6037
69 110 9438
69 113 8228
69 115 3008
70 72 4699
70 73 2699
70 74 3525
70 75 3271
70 76 6389
70 80 1604
70 82 2476
70 83 1088
70 84 2813
70 85 5711
70 86 4558
70 88 2036
70 90 8667
70 92 283
70 93 7161
70 96 6445
70 98 3438
70 99 774
70 102 236
70 103 3401
70 109 4908
70 110 4827
70 111 5698
70 116 6780
71 73 7455
71 78 8060
71 82 3618
71 84 2462
71 87 461
71 89 5252
71 90 2687
71 91 4508
71 97 4039
71 101 2439
71 102 4312
71 105 3065
71 106 1002
71 107 2509
71 109 9512
71 110 527
71 112 8914
71 114 4697
71 116 1416
72 74 7704
72 75 2181
72 78 2591
72 81 4017
72 82 4884
72 83 1761
72 84 2707
72 85 2386
72 88 8165
72 89 5015
72 91 6810
72 93 4832
72 94 3438
72 96 9379
72 97 4231
72 100 8537
72 102 8003
72 106 7260
72 107 8814
72 108 137
72 110 8836
72 111 9965
73 75 104
73 77 9634
73 79 9889
73 80 2545
73 81 8858
73 83 7593
73 84 8373
73 85 389
73 86 8992
73 87 5979
73 88 6913
73 90 210
73 92 6756
73 93 9080
73 94 4668
73 95 7519
73 98 1904
73 101 9737
73 102 9609
73 103 1892
73 108 6867
73 109 6505
73 110 1426
73 111 5880
73 112 8110
73 113 4497
73 115 1662
74 75 312
74 76 430
74 77 3369
74 78 1900
74 81 8885
74 85 1630
74 91 1513
74 96 2510
74 97 2270
74 99 4954
74 102 8595
74 104 3514
74 106 3129
74 108 2122
74 112 5901
74 113 7719
74 114 6115
74 115 3208
75 77 9540
75 80 4682
75 83 9094
75 85 6606
75 86 918
75 88 1631
75 89 8892
75 90 9821
75 91 597
75 93 1525
75 95 893
75 100 2480
75 103 7149
75 109 9762
75 110 700
75 111 5023
75 117 9571
76 77 9979
76 80 6274
76 87 8596
76 89 9412
76 90 7952
76 91 7651
76 92 4111
76 93 9721
76 95 7723
76 97 4966
76 103 7928
76 104 6836
76 105 9155
76 108 6090
76 109 9603
76 111 3182
76 115 9705
77 83 394
77 85 3267
77 86 1053
77 87 9778
77 89 4271
77 90 3417
77 91 9242
77 92 3079
77 94 441
77 95 3642
77 100 1479
77 101 7644
77 102 7507
77 103 3346
77 104 8205
77 105 9443
77 106 0
77 107 7125
77 109 3893
77 111 8052
77 113 7497
77 115 7169
77 116 5120
77 117 2252
78 83 2968
78 87 6591
78 88 4756
78 89 6219
78 90 9976
78 92 560
78 94 7380
78 96 9715
78 98 7484
78 100 632
78 102 6889
78 103 5639
78 104 7013
78 106 2087
78 107 9831
78 108 6044
78 109 970
78 112 2887
78 113 2756
78 114 2520
78 115 7024
78 117 3012
79 82 9088
79 83 9340
79 86 1947
79 89 2581
79 93 7409
79 95 8646
79 98 3612
79 99 8151
79 100 1051
79 101 5022
79 103 3742
79 106 3616
79 107 9412
79 108 6777
79 109 3630
79 110 7677
79 113 9515
79 115 6295
79 116 6629
79 117 949
80 81 5210
80 85 9475
80 86 9878
80 88 5805
80 89 2393
80 90 6531
80 95 1254
80 98 6529
80 99 2740
80 100 5440
80 101 3157
80 105 7163
80 106 7624
80 107 1430
80 108 9155
80 110 3070
80 112 9171
80 113 345
80 115 5794
80 117 4526
81 82 8311
81 83 6651
81 85 4296
81 87 2537
81 88 7496
81 92 647
81 96 4201
81 97 4499
81 99 9240
81 100 2187
81 108 1420
81 109 705
81 110 986
81 114 1550
81 117 6635
82 83 4367
82 85 9958
82 86 7454
82 87 8189
82 89 4999
82 91 7414
82 92 5398
82 94 1649
82 95 5774
82 97 7089
82 100 6108
82 107 708
82 112 9429
82 113 9671
82 114 5250
82 117 4698
83 85 8184
83 86 4383
83 88 9506
83 89 2833
83 90 7817
83 92 9850
83 95 2659
83 100 59
83 101 5277
83 102 1243
83 103 3269
83 104 6382
83 105 7946
83 106 7908
83 107 8297
83 108 1062
83 109 8728
83 114 5713
83 116 7666
83 117 7094
84 85 1763
84 86 1143
84 87 1779
84 88 6014
84 89 3039
84 91 6191
84 92 3956
84 93 6461
84 102 9857
84 103 6549
84 106 1983
84 107 4972
84 108 8884
84 111 4347
84 112 3687
84 114 7969
84 115 6257
84 117 4568
85 88 4033
85 91 9611
85 92 9351
85 95 4473
85 98 1606
85 106 3407
85 107 4561
85 108 2032
85 109 2233
86 87 9925
86 88 5631
86 90 3601
86 93 4869
86 94 24
86 96 9187
86 99 5424
86 101 6835
86 107 4483
86 108 3215
86 109 5124
86 111 1881
86 112 955
86 113 3430
86 115 5006
87 88 8096
87 89 322
87 95 6643
87 100 2868
87 101 1401
87 102 9503
87 105 8308
87 106 2701
87 108 4986
87 110 2662
87 112 6141
87 113 8383
87 114 1037
87 116 755
88 90 7488
88 92 3450
88 95 4005
88 98 992
88 100 1223
88 102 6742
88 103 6414
88 104 4545
88 107 2078
88 109 2209
88 114 4755
88 117 6333
89 92 9440
89 94 8680
89 95 1320
89 96 8572
89 99 1228
89 103 2606
89 105 6408
89 106 4723
89 107 4575
89 108 7170
89 109 4416
89 110 2661
89 112 5972
89 115 1170
89 116 2731
90 93 938
90 94 847
90 97 7601
90 99 2165
90 101 8693
90 104 1530
90 105 3861
90 106 1191
90 107 3955
90 112 6767
90 114 725
90 115 9522
90 117 5024
91 93 8070
91 94 7460
91 96 4627
91 97 1682
91 98 6038
91 100 2054
91 104 3620
91 105 2281
91 106 4793
91 111 8316
91 112 2855
91 113 9286
91 115 8763
91 116 4851
91 117 2592
92 94 4994
92 95 6958
92 97 4815
92 98 8475
92 99 2074
92 100 9388
92 101 3817
92 102 9264
92 103 1255
92 104 2967
92 105 3068
92 106 2888
92 107 6399
92 109 9156
93 98 8285
93 100 7606
93 101 5435
93 106 8867
93 107 5713
93 108 6153
93 111 2292
93 113 5048
93 115 5153
93 117 2631
94 95 6708
94 98 6565
94 99 2047
94 101 4645
94 102 4953
94 103 5576
94 104 5154
94 105 1722
94 107 462
94 111 257
94 116 269
95 96 1094
95 97 247
95 98 4740
95 100 4353
95 104 3468
95 105 6000
95 106 722
95 109 1147
95 117 2578
96 99 9307
96 101 8856
96 103 5424
96 109 9195
96 113 3257
96 117 3871
97 98 9984
97 100 6596
97 104 6674
97 105 3248
97 106 1955
97 111 2261
97 116 6002
98 99 431
98 101 809
98 104 254
98 105 6154
98 107 7133
98 110 5134
98 112 2670
98 116 5049
98 117 6087
99 100 1456
99 101 217
99 106 4889
99 107 8273
99 108 3207
99 109 5253
99 111 3273
100 101 6810
100 102 9136
100 103 3516
100 104 2322
100 107 4012
100 116 2159
100 117 1765
101 104 2151
101 106 4409
101 107 6784
101 109 7259
101 111 8085
101 114 8693
101 116 2535
101 117 4038
102 105 379
102 107 3809
102 108 6607
102 109 2524
102 113 1187
102 114 4071
102 116 363
102 117 3667
103 105 5946
103 107 4646
103 108 8367
103 112 4753
103 116 7578
104 110 4997
104 111 3774
104 112 1327
104 113 7127
104 114 9108
104 116 1777
104 117 5845
105 107 179
105 109 5843
105 110 925
105 111 6302
105 112 7160
105 113 5262
105 116 2496
105 117 9512
106 109 424
106 112 7958
106 113 1808
106 114 7650
106 115 2373
106 117 3345
107 110 9412
107 112 9813
107 113 6477
107 114 9885
107 117 3331
108 109 8152
108 110 6711
108 112 9511
108 113 8948
108 114 6990
108 115 1455
108 117 8313
109 110 6472
109 111 3544
109 112 5679
109 113 1525
109 114 9019
109 115 9363
109 117 8965
110 111 7004
110 113 4640
110 114 954
110 116 9689
110 117 4611
111 116 9731
111 117 4007
112 115 9166
113 115 6478
113 116 107
113 117 7574
114 117 8291
115 116 1341
