190 8978
22 106 4537
22 108 5692
22 109 7463
22 110 6433
22 111 3595
22 114 9747
22 117 6300
22 120 4862
22 122 3956
22 123 1386
22 125 3222
22 126 4964
22 127 6537
22 129 4743
22 131 7791
22 132 4502
22 134 5409
22 140 5526
22 141 5153
22 144 4237
22 148 6634
22 149 2772
22 151 6199
22 153 9721
22 154 8417
22 160 163
22 163 5849
22 165 2721
22 169 6445
22 170 5409
22 171 348
22 173 9920
22 176 6283
22 177 7068
22 178 5426
22 180 5562
22 181 5067
22 182 2708
22 187 5710
22 188 3247
23 24 5206
23 25 8958
23 26 4454
23 28 9763
23 31 6242
23 33 8429
23 36 327
23 39 7940
23 40 6919
23 41 9035
23 46 191
23 47 3288
23 49 4136
23 50 6103
23 53 2713
23 55 1287
23 56 6562
23 59 333
23 60 9945
23 66 6648
23 67 8745
23 70 1643
23 77 1678
23 80 8183
23 81 708
23 82 1595
23 83 9919
23 87 3110
23 90 511
23 92 2722
23 94 6427
23 95 5003
23 96 9745
23 107 7977
23 110 6403
23 111 4071
23 112 7532
23 113 1527
23 115 5688
23 122 398
23 124 8075
23 125 9501
23 129 1734
23 130 6741
23 134 3697
23 135 5145
23 139 1890
23 142 3313
23 143 9800
23 145 8106
23 151 122
23 152 44
23 153 1399
23 155 9849
23 157 3978
23 158 6313
23 160 9327
23 161 723
23 169 4643
23 172 1645
23 173 8137
23 174 2056
23 178 2833
23 180 9349
23 182 8444
23 183 9998
23 184 6174
23 185 3345
24 26 3114
24 28 4880
24 29 950
24 30 7556
24 31 5842
24 33 9960
24 34 1855
24 37 3440
24 42 433
24 43 5083
24 46 5371
24 47 969
24 50 3805
24 52 5400
24 53 2239
24 55 5129
24 56 5889
24 57 8392
24 58 7563
24 62 3219
24 66 3155
24 67 9189
24 69 3372
24 70 4971
24 76 3792
24 77 6408
24 79 2632
24 81 1165
24 82 4427
24 83 3923
24 85 3041
24 87 526
24 88 3295
24 89 799
24 94 6664
24 95 7210
24 98 2689
24 100 5979
24 101 3483
24 102 6309
24 104 5842
24 107 7224
24 113 3959
24 115 4240
24 117 4229
24 119 7131
24 120 1924
24 121 9129
24 122 4807
24 125 1047
24 128 4984
24 129 8615
24 130 5483
24 135 3334
24 148 2766
24 153 8766
24 154 3115
24 155 2114
24 156 7472
24 160 6502
24 161 3401
24 162 336
24 166 9522
24 167 659
24 169 8643
24 171 3373
24 172 4882
24 176 5886
24 178 2741
24 179 5495
24 182 8481
24 183 4840
24 185 5255
24 187 6082
24 188 4421
24 189 4135
25 27 156
25 29 5816
25 31 1331
25 35 4849
25 39 7984
25 40 1121
25 43 4549
25 49 6811
25 51 6593
25 53 6426
25 55 1867
25 57 544
25 58 4497
25 60 3029
25 62 2011
25 65 5496
25 66 304
25 68 4449
25 69 1758
25 72 9965
25 75 8279
25 76 7944
25 78 1899
25 79 3229
25 81 6552
25 82 5393
25 86 4090
25 90 1871
25 92 1485
25 93 606
25 94 6730
25 96 1555
25 97 8706
25 99 3471
25 101 4254
25 102 1908
25 103 1920
25 106 5416
25 111 360
25 113 9368
25 114 5745
25 117 7238
25 118 6831
25 119 7348
25 122 658
25 124 260
25 126 7140
25 128 1297
25 133 2928
25 137 6886
25 138 4121
25 139 8305
25 140 1202
25 145 8645
25 148 3213
25 151 4393
25 152 1559
25 154 1416
25 156 4226
25 158 1153
25 161 2122
25 162 8202
25 163 5012
25 164 2547
25 165 852
25 167 681
25 172 7242
25 173 6057
25 174 2792
25 175 3312
25 176 4188
25 177 8474
25 181 8431
25 182 3641
25 184 5284
25 185 4751
25 187 786
26 29 3561
26 30 1436
26 31 8376
26 33 2035
26 34 2280
26 35 6618
26 37 4682
26 38 2650
26 40 523
26 41 7538
26 43 8965
26 47 7592
26 48 4800
26 52 4118
26 55 1834
26 60 8752
26 62 8453
26 63 6811
26 64 592
26 65 4278
26 68 3796
26 69 5094
26 70 2324
26 72 1558
26 75 6874
26 76 5298
26 77 1683
26 79 5575
26 81 6243
26 82 4996
26 83 5017
26 87 2566
26 90 5783
26 91 1371
26 92 2283
26 93 455
26 94 9829
26 95 3058
26 98 4011
26 104 2480
26 105 2091
26 106 5928
26 109 1066
26 110 9456
26 114 9278
26 123 7562
26 127 4419
26 129 7976
26 132 854
26 134 1430
26 136 1709
26 138 6269
26 140 9911
26 141 4855
26 143 8910
26 144 4497
26 146 9362
26 147 7459
26 149 3926
26 150 4513
26 152 5940
26 156 2663
26 158 4790
26 160 7716
26 162 8360
26 166 8978
26 167 2745
26 168 8136
26 171 7560
26 173 5243
26 174 4623
26 180 1956
26 181 9392
26 182 905
26 183 4601
26 185 8311
26 187 4416
27 35 1520
27 36 3809
27 37 9039
27 38 5007
27 43 5027
27 44 8830
27 46 2656
27 48 3931
27 50 1786
27 52 6549
27 54 6356
27 55 4786
27 56 7051
27 58 8419
27 59 9831
27 60 3740
27 61 7069
27 62 2199
27 66 6692
27 67 2440
27 74 2339
27 75 124
27 76 8777
27 77 2945
27 78 9196
27 79 5655
27 84 9900
27 86 2035
27 88 5181
27 90 2203
27 91 7754
27 93 9008
27 94 7118
27 96 1429
27 97 3671
27 98 6300
27 99 5316
27 100 1257
27 102 3835
27 104 2045
27 106 2042
27 111 3547
27 114 4253
27 115 8335
27 119 8945
27 121 2654
27 122 5195
27 124 4481
27 126 8785
27 127 8929
27 129 9576
27 130 6163
27 131 4380
27 133 4545
27 135 3744
27 137 7030
27 141 7329
27 142 4207
27 143 7329
27 145 9678
27 147 7479
27 150 3035
27 152 2321
27 153 3261
27 154 5533
27 156 636
27 163 1536
27 165 5218
27 166 6878
27 168 649
27 169 4375
27 170 7033
27 173 9816
27 175 155
27 176 702
27 179 1596
27 183 1727
27 184 4
27 186 9278
27 187 3914
27 189 6444
28 29 4407
28 31 1527
28 35 7657
28 39 7723
28 40 4057
28 41 9569
28 42 2181
28 44 8193
28 45 9441
28 47 9899
28 52 3386
28 53 1676
28 54 97
28 57 7446
28 61 7447
28 65 9825
28 66 5459
28 73 7997
28 74 5979
28 75 3518
28 77 2788
28 79 534
28 80 1582
28 81 3189
28 85 4456
28 86 8046
28 87 5042
28 88 7488
28 89 9570
28 91 6704
28 92 4597
28 93 2857
28 96 1863
28 99 4998
28 100 1638
28 101 8346
28 102 44
28 104 2635
28 109 8398
28 110 2050
28 113 4304
28 117 1756
28 120 2385
28 122 6010
28 123 2664
28 124 9685
28 127 2906
28 129 5341
28 135 4159
28 139 5507
28 140 1884
28 142 174
28 143 6446
28 144 8623
28 145 2129
28 146 9967
28 148 2601
28 149 2277
28 151 7709
28 152 5898
28 153 9973
28 155 3691
28 157 2601
28 158 7848
28 159 506
28 164 5419
28 167 8084
28 168 246
28 170 304
28 174 6461
28 176 2627
28 178 4693
28 179 9585
28 180 9732
28 184 8199
28 187 2883
28 188 3250
29 30 5976
29 31 4118
29 32 6907
29 33 9376
29 37 1395
29 39 3694
29 40 3384
29 41 7130
29 43 9164
29 44 8373
29 47 164
29 48 9529
29 50 6688
29 53 5365
29 54 9320
29 59 1105
29 60 8949
29 64 5693
29 65 4487
29 66 8700
29 70 3774
29 73 1090
29 76 3736
29 78 4515
29 79 7018
29 80 35
29 81 5770
29 84 1250
29 87 1626
29 89 9468
29 91 4418
29 94 2097
29 97 2663
29 99 7162
29 100 6865
29 101 3588
29 107 8250
29 109 7898
29 111 2126
29 112 1131
29 115 6035
29 122 3624
29 124 6005
29 130 7027
29 132 782
29 134 9494
29 142 3693
29 143 7671
29 148 8173
29 149 7305
29 152 6805
29 153 1614
29 154 9626
29 156 5403
29 158 8999
29 160 2956
29 165 7850
29 166 8624
29 167 9598
29 168 4467
29 171 6586
29 172 4638
29 173 3949
29 176 6339
29 181 6481
29 182 8453
29 184 7339
29 185 9538
29 189 3333
30 32 7007
30 37 5174
30 38 40
30 40 5479
30 41 9415
30 42 8014
30 43 8509
30 44 3404
30 46 979
30 50 365
30 52 5183
30 55 3872
30 56 1313
30 60 4790
30 66 6701
30 67 4071
30 68 8541
30 69 5163
30 74 9437
30 77 3608
30 82 4667
30 83 8643
30 85 368
30 86 8057
30 87 2291
30 92 447
30 93 5564
30 96 3609
30 99 5214
30 100 3850
30 101 1599
30 102 1745
30 105 9004
30 110 750
30 112 7674
30 113 7199
30 122 2545
30 123 3897
30 124 1010
30 125 6292
30 127 7468
30 130 1009
30 131 6801
30 133 3901
30 134 4094
30 140 4383
30 141 2976
30 142 6047
30 145 6374
30 147 2913
30 148 1867
30 150 280
30 151 173
30 152 3117
30 153 4279
30 154 7335
30 155 3268
30 156 6292
30 157 8932
30 158 1870
30 164 7977
30 167 4202
30 169 2130
30 171 4514
30 173 7601
30 174 5606
30 176 7638
30 178 6208
30 180 3096
30 184 9859
30 186 8118
30 188 7285
31 32 4335
31 34 5240
31 36 3092
31 37 265
31 40 4363
31 41 9624
31 43 5208
31 45 7104
31 46 2408
31 49 5782
31 50 8487
31 51 5882
31 52 7007
31 59 4011
31 63 2010
31 67 3759
31 68 6029
31 69 3126
31 72 1705
31 74 2482
31 77 687
31 78 8915
31 79 8202
31 80 4428
31 81 3857
31 82 425
31 83 2220
31 84 3133
31 87 7321
31 88 7121
31 89 957
31 92 9987
31 93 9624
31 94 2707
31 97 959
31 100 7933
31 101 4995
31 102 8957
31 103 977
31 105 6589
31 109 2559
31 110 6256
31 111 7049
31 112 9090
31 113 1790
31 114 3459
31 116 4242
31 118 1147
31 121 5585
31 123 125
31 125 8815
31 126 156
31 128 5321
31 130 1526
31 131 3928
31 134 2677
31 135 2927
31 136 8561
31 137 6841
31 138 2646
31 140 2708
31 143 2648
31 145 1274
31 147 2238
31 149 6747
31 150 3368
31 151 7625
31 155 1195
31 157 7523
31 160 9980
31 162 7635
31 163 1806
31 164 2239
31 165 298
31 167 8431
31 169 6497
31 170 5273
31 171 3783
31 174 7915
31 175 4480
31 176 7839
31 178 8935
31 179 216
31 184 9755
32 34 528
32 35 37
32 37 736
32 40 3077
32 43 2978
32 44 241
32 45 9439
32 47 8553
32 48 5672
32 49 252
32 50 1823
32 51 5261
32 53 384
32 54 5266
32 56 3917
32 58 9923
32 59 5461
32 60 5036
32 61 9638
32 62 9123
32 67 1195
32 69 1826
32 70 5525
32 71 3555
32 72 7989
32 74 1037
32 75 648
32 79 7544
32 81 1653
32 82 6155
32 83 2601
32 85 6897
32 86 1147
32 92 5479
32 94 2888
32 103 6736
32 107 7563
32 108 8843
32 109 1283
32 111 8277
32 112 519
32 114 5868
32 115 1846
32 117 4689
32 118 1509
32 121 2767
32 122 7436
32 123 7184
32 125 1110
32 126 3956
32 128 1328
32 129 7293
32 132 4067
32 133 710
32 134 3555
32 136 9477
32 137 1451
32 138 3064
32 143 4457
32 144 9025
32 146 9794
32 148 5287
32 151 8176
32 152 704
32 155 8198
32 156 2085
32 157 4699
32 159 647
32 160 335
32 161 5155
32 162 3538
32 163 1957
32 165 4051
32 168 9253
32 171 670
32 172 9019
32 174 2763
32 175 8204
32 176 7883
32 180 6736
32 181 7831
32 185 9369
33 34 2374
33 36 1276
33 40 5807
33 44 4103
33 45 1203
33 51 6063
33 54 3541
33 55 8547
33 60 9040
33 61 2814
33 62 2977
33 64 1275
33 72 3221
33 73 3507
33 74 7133
33 75 7674
33 76 4980
33 77 280
33 78 6235
33 79 9161
33 80 6830
33 82 5047
33 83 8946
33 85 1787
33 86 7530
33 90 1233
33 91 1439
33 92 6718
33 95 1391
33 97 8565
33 101 4675
33 102 6950
33 103 1798
33 104 2972
33 105 7438
33 109 9458
33 111 4184
33 112 3936
33 113 7661
33 114 5283
33 115 4197
33 117 2344
33 119 3696
33 121 8322
33 122 4472
33 125 8113
33 127 1649
33 128 8090
33 131 6412
33 132 9515
33 138 5799
33 139 3646
33 140 2314
33 145 7911
33 148 4433
33 153 6761
33 157 5692
33 159 3978
33 162 5617
33 164 8270
33 165 249
33 166 2673
33 172 230
33 176 8188
33 177 8506
33 180 5959
33 181 8828
33 182 795
33 184 852
33 185 7455
33 187 4162
33 189 3855
34 36 5446
34 39 8348
34 40 3467
34 43 7394
34 46 7890
34 47 4334
34 48 7911
34 49 3529
34 50 6593
34 53 135
34 54 8343
34 56 2179
34 58 6271
34 59 5779
34 61 5438
34 62 897
34 65 3017
34 67 5198
34 71 6687
34 72 5776
34 73 3807
34 75 9981
34 76 777
34 84 5058
34 86 229
34 88 7641
34 89 9691
34 90 656
34 92 4248
34 93 5549
34 94 9551
34 95 4777
34 96 3133
34 97 2723
34 99 4185
34 101 9431
34 102 5555
34 103 1371
34 104 8309
34 107 6186
34 110 3441
34 111 2072
34 112 3536
34 117 1964
34 118 4165
34 119 6821
34 120 5758
34 121 4104
34 122 4690
34 124 880
34 127 4925
34 128 7643
34 129 2925
34 130 1222
34 133 2789
34 137 4869
34 143 5011
34 148 3485
34 149 9555
34 151 9493
34 154 1850
34 156 5369
34 158 5844
34 160 2535
34 164 5561
34 165 7321
34 166 3963
34 167 9728
34 171 7474
34 174 3888
34 177 9976
34 179 3273
34 180 7835
34 182 360
34 183 5723
34 184 3595
34 185 2988
34 187 2574
34 189 4479
35 40 1812
35 43 1665
35 49 8293
35 50 5886
35 51 9842
35 57 2437
35 58 2162
35 61 2395
35 68 4672
35 70 9853
35 71 6173
35 72 1725
35 73 3807
35 74 9168
35 76 1196
35 78 3585
35 84 2809
35 85 8263
35 86 5266
35 89 9791
35 90 2896
35 92 9099
35 96 7783
35 104 9076
35 106 9603
35 107 6198
35 108 5075
35 110 6165
35 111 7549
35 112 8186
35 113 2372
35 115 4957
35 116 7629
35 121 9201
35 122 4980
35 123 7753
35 124 2761
35 125 3441
35 126 2691
35 127 4101
35 128 3044
35 130 1794
35 132 9617
35 134 8739
35 136 792
35 137 9457
35 138 2635
35 143 1141
35 147 424
35 148 1223
35 149 2876
35 150 8638
35 152 9154
35 154 4511
35 156 5303
35 158 7225
35 160 6469
35 162 2647
35 163 6933
35 164 9768
35 166 3065
35 167 466
35 168 2057
35 169 4313
35 172 5810
35 173 2142
35 174 3914
35 175 4240
35 177 9176
35 180 380
35 181 1297
35 184 5764
35 187 2335
36 38 9440
36 40 3848
36 43 8372
36 44 1552
36 45 8140
36 46 5539
36 48 607
36 51 8301
36 52 5712
36 53 3005
36 54 6723
36 55 7756
36 58 784
36 60 3198
36 61 4267
36 62 3162
36 63 2545
36 67 948
36 68 5406
36 70 6568
36 71 2266
36 72 884
36 77 2156
36 80 9650
36 81 65
36 82 5309
36 83 5908
36 87 3193
36 88 9185
36 89 1627
36 90 924
36 92 1435
36 94 5779
36 95 1622
36 97 1616
36 99 1062
36 100 3374
36 101 895
36 103 7500
36 105 9430
36 106 8358
36 110 6513
36 114 4819
36 115 8220
36 117 7176
36 118 3587
36 126 3327
36 127 8283
36 128 1923
36 132 1002
36 135 8047
36 136 2975
36 138 6515
36 139 9310
36 140 6695
36 142 6713
36 144 5229
36 145 4261
36 147 2919
36 148 5797
36 150 3340
36 153 719
36 160 465
36 165 8677
36 166 3439
36 167 3159
36 170 1763
36 172 9285
36 173 2683
36 175 5265
36 176 1984
36 177 7106
36 179 2095
36 182 1347
36 187 4785
36 188 3154
36 189 2037
37 38 4731
37 39 3360
37 40 9169
37 41 7376
37 42 1322
37 43 2080
37 44 1262
37 49 5109
37 51 8658
37 52 4928
37 53 9014
37 54 398
37 55 7082
37 56 7299
37 57 9339
37 59 6654
37 60 4414
37 61 1094
37 70 1186
37 71 582
37 74 73
37 75 8554
37 76 8168
37 79 7896
37 80 8176
37 82 4200
37 83 6753
37 85 5160
37 88 3824
37 91 8999
37 92 2124
37 95 2061
37 98 5623
37 106 5641
37 107 191
37 108 7972
37 109 2202
37 118 5154
37 119 448
37 121 9644
37 124 9711
37 125 3903
37 127 9693
37 130 1415
37 132 3868
37 138 2132
37 139 7038
37 140 3205
37 142 9044
37 143 7353
37 144 4152
37 146 9576
37 149 2570
37 150 9123
37 156 3367
37 161 228
37 162 3423
37 163 5392
37 166 2580
37 167 6367
37 169 4781
37 171 4006
37 173 1956
37 174 3082
37 175 5693
37 177 9506
37 180 8459
37 182 499
37 185 8695
37 188 325
38 39 8472
38 41 679
38 42 5190
38 43 4254
38 46 926
38 48 6495
38 53 1712
38 56 561
38 59 61
38 61 1709
38 62 2740
38 63 540
38 66 2863
38 70 4845
38 72 9556
38 73 7899
38 74 4818
38 75 1389
38 76 806
38 77 1014
38 79 8369
38 82 6997
38 83 3096
38 87 877
38 88 288
38 91 1122
38 93 522
38 95 3221
38 98 7990
38 99 4118
38 100 4309
38 101 6034
38 106 3547
38 108 1544
38 109 2527
38 111 7421
38 113 54
38 114 1444
38 116 5027
38 117 541
38 118 5510
38 120 6050
38 124 7494
38 125 7811
38 126 7653
38 131 1040
38 132 8354
38 133 1625
38 135 276
38 136 8219
38 137 6094
38 139 2319
38 140 7352
38 142 4499
38 143 5916
38 144 8304
38 145 6021
38 146 2448
38 147 1952
38 148 5193
38 149 1683
38 150 2687
38 151 8147
38 152 5334
38 154 5101
38 167 3008
38 169 4255
38 170 6849
38 175 2296
38 176 5782
38 177 9158
38 180 5475
38 182 25
38 184 2440
38 186 5330
38 187 2791
39 40 4894
39 41 3873
39 43 5873
39 44 7169
39 45 7534
39 46 1581
39 47 3089
39 49 5351
39 53 8964
39 58 4380
39 60 5471
39 61 8473
39 62 3319
39 64 8055
39 68 5457
39 69 3613
39 70 3098
39 73 1203
39 81 5248
39 84 2225
39 86 8426
39 88 3643
39 94 2212
39 98 5306
39 102 138
39 103 7740
39 105 3915
39 109 478
39 110 2557
39 111 4955
39 116 2430
39 121 842
39 123 4344
39 125 1109
39 128 791
39 129 382
39 131 6347
39 134 2740
39 136 7168
39 140 4730
39 141 5423
39 142 5243
39 143 2355
39 148 6740
39 149 5966
39 150 9239
39 151 1917
39 153 5586
39 160 4188
39 161 6400
39 162 7485
39 163 8078
39 166 8898
39 175 7941
39 176 657
39 179 6933
39 181 7306
39 182 3245
39 184 2113
39 186 151
39 189 8804
40 42 6843
40 43 910
40 46 4438
40 48 2785
40 49 453
40 50 3057
40 54 7368
40 55 3296
40 57 3322
40 58 8582
40 60 8198
40 62 6693
40 63 7416
40 67 2397
40 71 9777
40 78 1116
40 79 9662
40 80 9387
40 81 2032
40 82 826
40 84 175
40 85 1904
40 87 4386
40 89 4219
40 90 8175
40 91 4003
40 92 9648
40 93 2622
40 96 7323
40 97 6641
40 100 888
40 103 2284
40 104 8597
40 105 9461
40 106 9105
40 108 5590
40 111 1049
40 113 81
40 114 4196
40 115 1676
40 118 7550
40 119 6735
40 120 6782
40 122 7522
40 123 3515
40 124 2847
40 125 7098
40 127 630
40 128 5034
40 129 6757
40 130 3488
40 131 3945
40 132 3729
40 133 5861
40 135 1921
40 136 4530
40 138 9999
40 139 8622
40 141 4432
40 142 9373
40 147 9438
40 148 5364
40 151 7194
40 155 7368
40 156 8284
40 157 1652
40 160 4405
40 161 1118
40 169 5611
40 171 9391
40 173 1809
40 175 3911
40 176 4384
40 177 8667
40 178 5149
40 181 742
40 183 6796
40 184 8643
40 185 3347
40 186 9812
40 187 8302
40 188 7078
40 189 6190
41 43 8499
41 44 6302
41 45 1071
41 46 566
41 47 5138
41 51 2310
41 52 6583
41 55 1165
41 58 8317
41 60 9788
41 61 9340
41 65 6642
41 67 1494
41 68 4599
41 71 1920
41 74 1933
41 76 2393
41 80 9112
41 83 4929
41 84 9375
41 86 5681
41 91 6683
41 97 5835
41 98 3459
41 99 597
41 100 1020
41 102 6058
41 105 4584
41 107 2212
41 108 7098
41 111 282
41 113 841
41 117 7533
41 118 5054
41 119 9346
41 123 8329
41 124 5461
41 126 7764
41 128 2022
41 133 5815
41 134 8332
41 135 9056
41 136 6186
41 137 5517
41 139 2292
41 140 5547
41 141 2534
41 148 3302
41 149 3334
41 150 359
41 151 5785
41 152 5603
41 153 4760
41 154 9794
41 155 2703
41 160 1523
41 162 7052
41 163 8427
41 165 7936
41 166 5475
41 170 5844
41 173 7091
41 178 8032
41 179 9259
41 180 3480
41 183 9915
41 184 3928
41 186 7707
41 187 317
42 46 8631
42 47 6397
42 49 1398
42 52 5951
42 54 6001
42 56 3481
42 58 8278
42 62 3285
42 66 3436
42 67 4414
42 68 3893
42 70 371
42 74 7951
42 76 1086
42 80 3509
42 85 5670
42 88 5843
42 91 4980
42 92 3807
42 95 1141
42 96 1966
42 100 9422
42 101 8573
42 103 997
42 104 9539
42 105 9756
42 109 9217
42 110 9878
42 111 1753
42 114 9339
42 116 1385
42 117 5081
42 119 1963
42 123 6250
42 124 8428
42 125 5103
42 126 6051
42 127 1113
42 132 4358
42 136 5789
42 138 5843
42 140 4722
42 143 1716
42 146 3970
42 152 9204
42 156 8972
42 158 1984
42 159 2590
42 160 6192
42 161 3341
42 162 1691
42 164 3917
42 165 1732
42 166 9559
42 167 3039
42 168 4326
42 171 9513
42 172 7307
42 175 9190
42 176 4778
42 178 1971
42 179 4751
42 180 3504
42 181 4841
42 182 9018
42 183 5763
42 184 3213
42 185 9364
42 186 1492
42 187 3942
43 44 4385
43 45 2150
43 49 4438
43 50 3541
43 52 5759
43 53 4359
43 54 9841
43 58 7566
43 61 5544
43 66 8098
43 67 8039
43 68 163
43 71 2170
43 73 6216
43 81 2693
43 85 1371
43 86 2263
43 90 1689
43 93 8039
43 94 6594
43 98 392
43 99 1911
43 100 8113
43 101 3517
43 102 7205
43 103 1496
43 104 122
43 106 5927
43 107 12
43 108 7464
43 109 5696
43 111 2777
43 114 2929
43 117 4271
43 118 6237
43 119 5810
43 121 4317
43 122 7804
43 123 6657
43 129 4988
43 130 3738
43 131 3127
43 133 8549
43 134 7623
43 135 1413
43 136 2418
43 137 8410
43 139 9253
43 140 3508
43 141 497
43 144 2247
43 147 2588
43 153 9667
43 154 6598
43 159 1951
43 160 3369
43 161 9706
43 164 2096
43 166 5305
43 169 1246
43 171 3360
43 172 6866
43 176 4495
43 177 9821
43 178 6378
43 180 9016
43 181 8315
43 182 7083
43 183 247
43 184 913
43 188 7071
44 46 5431
44 47 1634
44 49 5840
44 51 208
44 52 4349
44 53 5773
44 54 9622
44 57 8421
44 66 2705
44 71 1628
44 73 4020
44 74 5475
44 76 49
44 77 1361
44 79 6146
44 82 3982
44 83 3819
44 85 1229
44 87 9832
44 88 1957
44 89 2326
44 90 8730
44 91 7386
44 92 1453
44 93 2703
44 94 2431
44 97 9683
44 103 5049
44 104 9872
44 106 5429
44 107 971
44 111 4122
44 112 9748
44 114 2761
44 115 9464
44 118 9596
44 120 5131
44 123 6481
44 127 9925
44 128 624
44 129 2016
44 133 465
44 137 1275
44 140 2357
44 143 7514
44 147 906
44 148 895
44 149 7723
44 154 9060
44 155 2615
44 156 9252
44 159 8107
44 160 5671
44 162 9279
44 165 5611
44 166 2254
44 169 6345
44 172 593
44 173 5089
44 176 2321
44 177 264
44 178 8866
44 184 5231
44 187 7926
44 188 4262
45 46 321
45 47 5381
45 49 4641
45 50 4195
45 51 3760
45 52 5060
45 55 6341
45 56 6269
45 58 9478
45 59 6049
45 60 6535
45 63 5940
45 66 1508
45 68 3037
45 69 6667
45 70 8873
45 73 8157
45 75 243
45 76 6045
45 77 1948
45 78 4299
45 79 6448
45 80 7812
45 81 123
45 83 6423
45 84 1022
45 85 3012
45 86 8459
45 87 5574
45 88 57
45 89 9713
45 95 5754
45 96 4895
45 98 8389
45 99 3159
45 100 4792
45 101 888
45 102 8086
45 104 5209
45 105 756
45 106 9354
45 107 6443
45 108 3201
45 109 9902
45 111 9809
45 113 2437
45 116 8729
45 117 3183
45 121 9213
45 122 6135
45 123 878
45 124 3433
45 125 1493
45 126 3848
45 127 7765
45 128 8458
45 132 3576
45 134 8306
45 135 1204
45 138 2693
45 141 71
45 143 4948
45 146 2415
45 148 3773
45 150 2478
45 151 2841
45 154 833
45 156 9183
45 159 4207
45 161 2219
45 162 8080
45 164 5462
45 165 6712
45 166 2756
45 168 4397
45 169 2408
45 170 9998
45 173 883
45 175 8416
45 176 4014
45 177 4602
45 180 7261
45 181 8465
45 182 1733
45 183 3205
45 187 7073
45 188 6978
45 189 15
46 48 2124
46 49 9624
46 51 8642
46 53 5093
46 55 4676
46 56 6613
46 58 9664
46 60 6673
46 61 5350
46 62 9751
46 63 6259
46 64 7942
46 66 2190
46 67 2771
46 68 6680
46 69 181
46 70 1652
46 72 4476
46 75 2080
46 76 456
46 78 2959
46 81 2767
46 85 8906
46 90 856
46 91 7628
46 92 6440
46 93 9919
46 97 6229
46 98 3013
46 99 5580
46 100 7106
46 102 5084
46 105 3495
46 110 3851
46 117 6958
46 119 3371
46 120 7321
46 122 4592
46 126 4062
46 127 7856
46 128 3621
46 129 9671
46 130 7282
46 131 7430
46 132 4136
46 136 7697
46 145 9995
46 148 5267
46 149 8805
46 150 6639
46 152 1897
46 153 5646
46 154 3089
46 157 9027
46 158 3214
46 160 730
46 161 5544
46 163 5031
46 164 7672
46 165 8006
46 166 9760
46 172 9898
46 174 2887
46 183 996
46 188 1985
47 53 722
47 57 5122
47 59 5690
47 61 6008
47 62 642
47 65 230
47 67 4470
47 69 7844
47 71 8395
47 72 6694
47 77 6512
47 79 8189
47 81 5700
47 82 2547
47 83 4997
47 84 6772
47 86 5757
47 88 7801
47 89 80
47 91 7454
47 92 7228
47 93 3470
47 95 8346
47 98 7722
47 102 5073
47 103 8784
47 106 2440
47 108 3027
47 109 3680
47 110 3406
47 112 1861
47 113 9954
47 118 5627
47 120 5506
47 123 6118
47 125 1143
47 128 7360
47 131 7541
47 132 705
47 135 8129
47 136 789
47 137 2336
47 139 9598
47 141 6558
47 145 1423
47 147 6753
47 151 9323
47 152 1243
47 154 8340
47 155 581
47 158 7463
47 160 54
47 171 6529
47 174 4836
47 176 3384
47 177 1186
47 178 3823
47 180 5472
47 182 3777
47 185 2010
48 51 9102
48 52 7753
48 53 7574
48 56 7105
48 57 3634
48 59 1449
48 63 66
48 64 6906
48 67 7510
48 74 8220
48 75 1499
48 76 4030
48 80 8629
48 81 8083
48 83 661
48 84 2879
48 85 4638
48 86 488
48 88 9135
48 92 9253
48 93 1128
48 96 6663
48 98 2099
48 100 8916
48 101 3077
48 103 3898
48 104 8278
48 106 7546
48 107 2879
48 109 4419
48 112 4756
48 114 7784
48 117 9
48 118 202
48 119 7232
48 120 7209
48 121 5977
48 122 2892
48 123 9813
48 128 7210
48 131 8602
48 132 5076
48 133 9638
48 135 6130
48 139 4377
48 141 9876
48 142 6826
48 143 3550
48 144 8030
48 145 5957
48 148 8381
48 149 8862
48 151 2536
48 158 8033
48 160 4990
48 161 7114
48 163 2032
48 165 354
48 168 5539
48 169 3863
48 175 6576
48 177 1685
48 181 8376
48 184 9551
48 186 1580
48 189 4646
49 51 2783
49 52 8186
49 53 3964
49 55 8205
49 56 2214
49 58 1587
49 60 4371
49 62 677
49 63 4758
49 67 1276
49 72 9796
49 73 508
49 77 191
49 81 7812
49 82 9727
49 83 6044
49 87 9618
49 88 3675
49 89 2155
49 90 1768
49 91 9414
49 94 4215
49 97 6271
49 100 6768
49 105 1144
49 107 1976
49 109 124
49 113 9867
49 114 9930
49 117 1154
49 118 5106
49 121 2480
49 122 1548
49 123 3502
49 124 3609
49 125 3773
49 127 7144
49 129 5768
49 130 6675
49 131 2749
49 135 7126
49 136 1074
49 137 810
49 140 1635
49 141 8534
49 142 6906
49 143 4576
49 144 6362
49 145 3064
49 147 161
49 149 9167
49 155 220
49 156 1865
49 158 6396
49 159 7663
49 161 424
49 163 2825
49 164 8024
49 166 5758
49 170 9143
49 171 9874
49 173 1729
49 176 9120
49 177 8808
49 179 2921
49 180 3547
49 181 1869
49 184 3188
49 188 902
49 189 2588
50 51 365
50 53 3102
50 56 696
50 57 1146
50 59 98
50 60 2637
50 63 316
50 65 8053
50 66 2972
50 67 1884
50 68 2194
